source_file,cell_id,patient,lineage,old_label,new_label,technology,new_label_lvl2,new_label_pelka,object_lineage,moved_lineage
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-CSF1R,scRNA,Myeloid-Mono-CSF1R,"pM22 (DC, MHCII)_monocytes",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-ISGlow,scRNA,Myeloid-ISGlow,pM21 (ISGs)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro,scRNA,Myeloid-Macro,cM02 (Macrophage-like)_2,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-S100-VCAN,scRNA,Myeloid-Mono-S100-VCAN,pM16 (S100)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-prolif,scRNA,Myeloid-Macro-prolif,pM05 (C1Q)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-C1Q,scRNA,Myeloid-Macro-C1Q,"pM22 (DC, MHCII)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-CSF1R,scRNA,Myeloid-Mono-CSF1R,"pM22 (DC, MHCII)_monocytes",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM05 (DC2 C1Q+),Myeloid-DC2-C1Q,scRNA,Myeloid-DC2-C1Q,cM05 (DC2 C1Q+),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-VEGFA,scRNA,Myeloid-Mono-VEGFA,pM14 (VEGFA)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-SEPP1-LYVE1,scRNA,Myeloid-Macro-SEPP1-LYVE1,"pM01 (SEPP1, LYVE1)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro,scRNA,Myeloid-Macro,cM02 (Macrophage-like)_2,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-SEPP1-LYVE1,scRNA,Myeloid-Macro-SEPP1-LYVE1,"pM01 (SEPP1, LYVE1)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-CSF1R,scRNA,Myeloid-Mono-CSF1R,"pM22 (DC, MHCII)_monocytes",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-SEPP1-LYVE1,scRNA,Myeloid-Macro-SEPP1-LYVE1,"pM01 (SEPP1, LYVE1)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-VEGFA,scRNA,Myeloid-Mono-VEGFA,pM14 (VEGFA)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-VEGFA,scRNA,Myeloid-Mono-VEGFA,pM14 (VEGFA)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro,scRNA,Myeloid-Macro,cM02 (Macrophage-like)_2,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-S100-VCAN,scRNA,Myeloid-Mono-S100-VCAN,pM16 (S100)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro,scRNA,Myeloid-Macro,cM02 (Macrophage-like)_2,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-ISGlow,scRNA,Myeloid-ISGlow,pM21 (ISGs)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-SEPP1-LYVE1,scRNA,Myeloid-Macro-SEPP1-LYVE1,"pM01 (SEPP1, LYVE1)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-inflamm,scRNA,Myeloid-inflamm,pM20 (inflammatory)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-CSF1R,scRNA,Myeloid-Mono-CSF1R,"pM22 (DC, MHCII)_monocytes",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro,scRNA,Myeloid-Macro,cM02 (Macrophage-like)_2,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-S100-VCAN,scRNA,Myeloid-Mono-S100-VCAN,pM16 (S100)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-C1Q,scRNA,Myeloid-Macro-C1Q,"pM22 (DC, MHCII)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-CSF1R,scRNA,Myeloid-Mono-CSF1R,"pM22 (DC, MHCII)_monocytes",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-SEPP1-LYVE1,scRNA,Myeloid-Macro-SEPP1-LYVE1,"pM01 (SEPP1, LYVE1)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM07 (pDC),Myeloid-DC-pDC_ASDC,scRNA,Myeloid-DC-pDC_ASDC,cM07 (pDC),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-inflamm,scRNA,Myeloid-inflamm,pM20 (inflammatory)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro,scRNA,Myeloid-Macro,cM02 (Macrophage-like)_2,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM07 (pDC),Myeloid-DC-pDC_ASDC,scRNA,Myeloid-DC-pDC_ASDC,cM07 (pDC),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-C1Q,scRNA,Myeloid-Macro-C1Q,"pM22 (DC, MHCII)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro,scRNA,Myeloid-Macro,cM02 (Macrophage-like)_2,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro,scRNA,Myeloid-Macro,cM02 (Macrophage-like)_2,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM09 (mregDC),Myeloid-DCmreg,scRNA,Myeloid-DCmreg,cM09 (mregDC),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-S100-VCAN,scRNA,Myeloid-Mono-S100-VCAN,pM16 (S100)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-SEPP1-LYVE1,scRNA,Myeloid-Macro-SEPP1-LYVE1,"pM01 (SEPP1, LYVE1)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-inflamm,scRNA,Myeloid-inflamm,pM20 (inflammatory)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-C1Q,scRNA,Myeloid-Macro-C1Q,"pM22 (DC, MHCII)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-inflamm,scRNA,Myeloid-inflamm,pM20 (inflammatory)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-C1Q,scRNA,Myeloid-Macro-C1Q,"pM22 (DC, MHCII)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-CSF1R,scRNA,Myeloid-Mono-CSF1R,"pM22 (DC, MHCII)_monocytes",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-VEGFA,scRNA,Myeloid-Mono-VEGFA,pM14 (VEGFA)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM09 (mregDC),Myeloid-DCmreg,scRNA,Myeloid-DCmreg,cM09 (mregDC),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-SEPP1-LYVE1,scRNA,Myeloid-Macro-SEPP1-LYVE1,"pM01 (SEPP1, LYVE1)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-VEGFA,scRNA,Myeloid-Mono-VEGFA,pM14 (VEGFA)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM09 (mregDC),Myeloid-DCmreg,scRNA,Myeloid-DCmreg,cM09 (mregDC),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-ISGlow,scRNA,Myeloid-ISGlow,pM21 (ISGs)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-S100-VCAN,scRNA,Myeloid-Mono-S100-VCAN,pM16 (S100)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro,scRNA,Myeloid-Macro,cM02 (Macrophage-like)_2,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-C1Q,scRNA,Myeloid-Macro-C1Q,"pM22 (DC, MHCII)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-inflamm,scRNA,Myeloid-inflamm,pM20 (inflammatory)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-CSF1R,scRNA,Myeloid-Mono-CSF1R,"pM22 (DC, MHCII)_monocytes",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-S100-VCAN,scRNA,Myeloid-Mono-S100-VCAN,pM16 (S100)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-CSF1R,scRNA,Myeloid-Mono-CSF1R,"pM22 (DC, MHCII)_monocytes",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-CSF1R,scRNA,Myeloid-Mono-CSF1R,"pM22 (DC, MHCII)_monocytes",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-S100-VCAN,scRNA,Myeloid-Mono-S100-VCAN,pM16 (S100)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-VEGFA,scRNA,Myeloid-Mono-VEGFA,pM14 (VEGFA)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro,scRNA,Myeloid-Macro,cM02 (Macrophage-like)_2,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-VEGFA,scRNA,Myeloid-Mono-VEGFA,pM14 (VEGFA)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM09 (mregDC),Myeloid-DCmreg,scRNA,Myeloid-DCmreg,cM09 (mregDC),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-ISGlow,scRNA,Myeloid-ISGlow,pM21 (ISGs)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-SEPP1-LYVE1,scRNA,Myeloid-Macro-SEPP1-LYVE1,"pM01 (SEPP1, LYVE1)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-prolif,scRNA,Myeloid-Macro-prolif,pM05 (C1Q)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM08 (AS-DC),Myeloid-DC-pDC_ASDC,scRNA,Myeloid-DC-pDC_ASDC,cM08 (AS-DC),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-SEPP1-LYVE1,scRNA,Myeloid-Macro-SEPP1-LYVE1,"pM01 (SEPP1, LYVE1)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-VEGFA,scRNA,Myeloid-Mono-VEGFA,pM14 (VEGFA)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-S100-VCAN,scRNA,Myeloid-Mono-S100-VCAN,pM16 (S100)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM10 (Granulocyte),Myeloid-Granulo,scRNA,Myeloid-Granulo,cM10 (Granulocyte),Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-MMP9-APOE,scRNA,Myeloid-Macro-MMP9-APOE,pM20 (inflammatory)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-SEPP1-LYVE1,scRNA,Myeloid-Macro-SEPP1-LYVE1,"pM01 (SEPP1, LYVE1)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-CSF1R,scRNA,Myeloid-Mono-CSF1R,"pM22 (DC, MHCII)_monocytes",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro,scRNA,Myeloid-Macro,cM02 (Macrophage-like)_2,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-C1Q,scRNA,Myeloid-Macro-C1Q,"pM22 (DC, MHCII)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-SEPP1-LYVE1,scRNA,Myeloid-Macro-SEPP1-LYVE1,"pM01 (SEPP1, LYVE1)_macrophage",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-ISGlow,scRNA,Myeloid-ISGlow,pM21 (ISGs)_macrophage,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-S100-VCAN,scRNA,Myeloid-Mono-S100-VCAN,pM16 (S100)_monocytes,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro,scRNA,Myeloid-Macro,cM02 (Macrophage-like)_2,Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM01 (Monocyte),Myeloid-Mono-CSF1R,scRNA,Myeloid-Mono-CSF1R,"pM22 (DC, MHCII)_monocytes",Myeloid,FALSE
Myeloid_fineTyping_all_genes.rds,C158_T_1_1_1_c1_v3,C158,Myeloid,cM02 (Macrophage-like),Myeloid-Macro-SEPP1-LYVE1,scRNA,Myeloid-Macro-SEPP1-LYVE1,"pM01 (SEPP1, LYVE1)_macrophage",Myeloid,FALSE
