MMRstatus,population,xbin,ybin,x_mid,y_mid,n_pat,val,lo,hi,n_pat_arm
MMRd,Myeloid-noDC-noGran,"(-20,-15]","(4.38,5.11]",-17.5,4.74116339365427,8,26.2057486901902,18.2346619773349,35.2578947368421,8
MMRd,Tcd4-CXCL13,"(-20,-15]","(4.38,5.11]",-17.5,4.74116339365427,8,0.769534379427084,0.546328878603067,1.71344812809225,8
MMRd,Tcd4-Treg-comb,"(-20,-15]","(4.38,5.11]",-17.5,4.74116339365427,7,1.60320641282565,1.39422750424448,2.01032176937133,8
MMRd,Tcd8-CXCL13-comb,"(-20,-15]","(4.38,5.11]",-17.5,4.74116339365427,7,1.11731843575419,0.70060120240481,1.34111184697495,8
MMRd,CD8-all,"(-20,-15]","(4.38,5.11]",-17.5,4.74116339365427,7,2.23463687150838,1.2803195525176,4.11925182240478,8
MMRd,Tcd8-GZMK,"(-20,-15]","(4.38,5.11]",-17.5,4.74116339365427,6,0.748262785960822,0.394333734859766,1.36228613738332,8
MMRd,Tcd8-HOBIT,"(-20,-15]","(4.38,5.11]",-17.5,4.74116339365427,6,0.631029491705253,0.440266006874083,1.02171460303749,8
MMRd,Tplzf-gdlike-comb,"(-20,-15]","(4.38,5.11]",-17.5,4.74116339365427,6,0.640159776258799,0.569295014610226,0.869261152211969,8
MMRd,Myeloid-mregDC,"(-20,-15]","(5.11,5.84]",-17.5,5.47057314652416,4,1.79911586306158,1.25241645954156,3.15748728157487,8
MMRd,Myeloid-ISG,"(-20,-15]","(5.11,5.84]",-17.5,5.47057314652416,7,15.4929577464789,11.2324929971989,22.1811134601832,8
MMRd,Myeloid-noDC-noGran,"(-20,-15]","(5.11,5.84]",-17.5,5.47057314652416,7,28.5714285714286,21.7039491853079,31.7829457364341,8
MMRd,Tcd4-CXCL13,"(-20,-15]","(5.11,5.84]",-17.5,5.47057314652416,4,3.8961038961039,2.36396814863968,4.97987927565392,8
MMRd,Tcd4-Treg-comb,"(-20,-15]","(5.11,5.84]",-17.5,5.47057314652416,5,1.82481751824818,1.40845070422535,4.54545454545455,8
MMRd,Tcd8-CXCL13-comb,"(-20,-15]","(5.11,5.84]",-17.5,5.47057314652416,5,1.40845070422535,1.09489051094891,3.03030303030303,8
MMRd,CD8-all,"(-20,-15]","(5.11,5.84]",-17.5,5.47057314652416,6,3.93939393939394,3.29683698296837,4.62473572938689,8
MMRd,Tcd8-CXCL13-LAG3,"(-20,-15]","(5.11,5.84]",-17.5,5.47057314652416,4,1.09638221485777,0.770717045942465,1.63773337700622,8
MMRd,Myeloid-mregDC,"(-20,-15]","[0,0.729]",-17.5,0.364704876434944,7,0.489396411092985,0.382934079384508,0.69699202822932,8
MMRd,Myeloid-ISG,"(-20,-15]","[0,0.729]",-17.5,0.364704876434944,8,2.82330730284047,1.59592220346785,4.18549628035588,8
MMRd,Myeloid-noDC-noGran,"(-20,-15]","[0,0.729]",-17.5,0.364704876434944,8,14.2100172421044,12.5545302464686,18.0107679856343,8
MMRd,Tcd4-Treg-comb,"(-20,-15]","[0,0.729]",-17.5,0.364704876434944,8,1.27866784996964,0.61350988627029,1.50205098650756,8
MMRd,Tplzf-gdlike-comb,"(-20,-15]","[0,0.729]",-17.5,0.364704876434944,6,0.367407881405642,0.206545855616688,0.461619164189544,8
MMRd,Myeloid-mregDC,"(-25,-20]","(2.19,2.92]",-22.5,2.55293413504461,8,0.521115689038274,0.284572397050066,0.842864020193346,8
MMRd,Myeloid-ISG,"(-25,-20]","(2.19,2.92]",-22.5,2.55293413504461,8,3.31804896361247,2.34021719779242,4.42805415543858,8
MMRd,Myeloid-noDC-noGran,"(-25,-20]","(2.19,2.92]",-22.5,2.55293413504461,8,17.0549901289939,14.0893193844657,21.5498719927833,8
MMRd,Tcd4-Treg-comb,"(-25,-20]","(2.19,2.92]",-22.5,2.55293413504461,8,1.68207529955599,0.984003862451005,2.19222586395262,8
MMRd,Myeloid-mregDC,"(-25,-20]","(2.92,3.65]",-22.5,3.2823438879145,7,0.992555831265509,0.80188679245283,1.20995351685362,8
MMRd,Myeloid-noDC-noGran,"(-25,-20]","(2.92,3.65]",-22.5,3.2823438879145,8,20.7558894621018,15.9045463143851,24.6346097959001,8
MMRd,Tcd4-Treg-comb,"(-25,-20]","(2.92,3.65]",-22.5,3.2823438879145,8,1.92743612098451,1.30314844784464,2.64655661632877,8
MMRd,Tcd8-CXCL13-comb,"(-25,-20]","(2.92,3.65]",-22.5,3.2823438879145,8,0.721523050552803,0.44386367499575,1.107367475292,8
MMRd,CD8-all,"(-25,-20]","(2.92,3.65]",-22.5,3.2823438879145,8,1.37466307277628,1.10063462020208,2.93526101230203,8
MMRd,Tcd8-CXCL13-LAG3,"(-25,-20]","(2.92,3.65]",-22.5,3.2823438879145,6,0.302613973997594,0.193002739832501,0.456956538271417,8
MMRd,Tplzf-gdlike-comb,"(-25,-20]","(2.92,3.65]",-22.5,3.2823438879145,7,0.620347394540943,0.444068461576186,0.831027365270363,8
MMRd,Myeloid-mregDC,"(-25,-20]","(3.65,4.38]",-22.5,4.01175364078438,8,0.797101449275362,0.525805139119276,0.955404778473672,8
MMRd,Myeloid-ISG,"(-25,-20]","(3.65,4.38]",-22.5,4.01175364078438,8,6.47281557359644,4.05877841023778,9.20621049607355,8
MMRd,Myeloid-noDC-noGran,"(-25,-20]","(3.65,4.38]",-22.5,4.01175364078438,8,22.3086468997917,17.0516094088518,25.4125518988529,8
MMRd,Tcd4-CXCL13,"(-25,-20]","(3.65,4.38]",-22.5,4.01175364078438,7,0.579710144927536,0.484098663699153,0.880790261013102,8
MMRd,Tcd4-Treg-comb,"(-25,-20]","(3.65,4.38]",-22.5,4.01175364078438,8,1.82156628107964,1.20107175464204,2.46702491450904,8
MMRd,Tcd8-CXCL13-comb,"(-25,-20]","(3.65,4.38]",-22.5,4.01175364078438,7,0.66079295154185,0.531400966183575,1.18006660003675,8
MMRd,CD8-all,"(-25,-20]","(3.65,4.38]",-22.5,4.01175364078438,8,1.93308749525648,0.688405797101449,2.98862581244197,8
MMRd,Tplzf-gdlike-comb,"(-25,-20]","(3.65,4.38]",-22.5,4.01175364078438,7,0.72463768115942,0.42347906826531,0.764401525947611,8
MMRd,Myeloid-mregDC,"(-25,-20]","(4.38,5.11]",-22.5,4.74116339365427,6,1.01272675273738,0.877992465670191,1.14830280172414,8
MMRd,Myeloid-ISG,"(-25,-20]","(4.38,5.11]",-22.5,4.74116339365427,7,12.2448979591837,10.0257331161137,13.2848080676643,8
MMRd,Myeloid-noDC-noGran,"(-25,-20]","(4.38,5.11]",-22.5,4.74116339365427,7,24.5689655172414,21.5760522959184,31.2159080747563,8
MMRd,Tcd4-Treg-comb,"(-25,-20]","(4.38,5.11]",-22.5,4.74116339365427,8,2.87993808962264,2.44426891346323,3.21186664320901,8
