MMRstatus,population,xbin,ybin,x_mid,y_mid,n_pat,n_pat_arm,passes
MMRd,Tcd8-CXCL13-comb,"(5,10]","(5.11,5.84]",7.5,5.47057314652416,4,8,TRUE
MMRd,Tcd8-GZMK,"(5,10]","(5.11,5.84]",7.5,5.47057314652416,3,8,FALSE
MMRd,Tcd8-HOBIT,"(5,10]","(5.11,5.84]",7.5,5.47057314652416,4,8,TRUE
MMRd,Myeloid-ISG,"(5,10]","(5.84,6.56]",7.5,6.19998289939405,3,8,FALSE
MMRd,Myeloid-noDC-noGran,"(5,10]","(5.84,6.56]",7.5,6.19998289939405,3,8,FALSE
MMRd,Tcd8-CXCL13-LAG3,"(5,10]","(5.84,6.56]",7.5,6.19998289939405,1,8,FALSE
MMRd,CD8-all,"(5,10]","(5.84,6.56]",7.5,6.19998289939405,2,8,FALSE
MMRd,Myeloid-mregDC,"(5,10]","[0,0.729]",7.5,0.364704876434944,7,8,TRUE
MMRd,Myeloid-ISG,"(5,10]","[0,0.729]",7.5,0.364704876434944,8,8,TRUE
MMRd,Myeloid-noDC-noGran,"(5,10]","[0,0.729]",7.5,0.364704876434944,8,8,TRUE
MMRd,Tcd8-CXCL13-comb,"(5,10]","[0,0.729]",7.5,0.364704876434944,8,8,TRUE
MMRd,CD8-all,"(5,10]","[0,0.729]",7.5,0.364704876434944,8,8,TRUE
MMRd,Tcd8-GZMK,"(5,10]","[0,0.729]",7.5,0.364704876434944,5,8,TRUE
MMRd,Tplzf-gdlike-comb,"(5,10]","[0,0.729]",7.5,0.364704876434944,8,8,TRUE
MMRd,Myeloid-ISG,"(50,55]","(1.46,2.19]",52.5,1.82352438217472,7,8,TRUE
MMRd,Myeloid-noDC-noGran,"(50,55]","(1.46,2.19]",52.5,1.82352438217472,8,8,TRUE
MMRd,Myeloid-mregDC,"(50,55]","(2.19,2.92]",52.5,2.55293413504461,4,8,TRUE
MMRd,Myeloid-ISG,"(50,55]","(2.19,2.92]",52.5,2.55293413504461,8,8,TRUE
MMRd,Myeloid-noDC-noGran,"(50,55]","(2.19,2.92]",52.5,2.55293413504461,8,8,TRUE
MMRd,Myeloid-ISG,"(50,55]","(2.92,3.65]",52.5,3.2823438879145,7,8,TRUE
MMRd,Myeloid-noDC-noGran,"(50,55]","(2.92,3.65]",52.5,3.2823438879145,8,8,TRUE
MMRd,Tcd4-Treg-comb,"(50,55]","(2.92,3.65]",52.5,3.2823438879145,4,8,TRUE
MMRd,Tcd8-CXCL13-comb,"(50,55]","(2.92,3.65]",52.5,3.2823438879145,5,8,TRUE
MMRd,CD8-all,"(50,55]","(2.92,3.65]",52.5,3.2823438879145,7,8,TRUE
MMRd,Tcd8-CXCL13-LAG3,"(50,55]","(2.92,3.65]",52.5,3.2823438879145,4,8,TRUE
MMRd,Tcd8-HOBIT,"(50,55]","(2.92,3.65]",52.5,3.2823438879145,5,8,TRUE
MMRd,Tplzf-gdlike-comb,"(50,55]","(2.92,3.65]",52.5,3.2823438879145,6,8,TRUE
MMRd,Myeloid-mregDC,"(50,55]","(3.65,4.38]",52.5,4.01175364078438,1,8,FALSE
MMRd,Myeloid-ISG,"(50,55]","(3.65,4.38]",52.5,4.01175364078438,6,8,TRUE
MMRd,Myeloid-noDC-noGran,"(50,55]","(3.65,4.38]",52.5,4.01175364078438,7,8,TRUE
MMRd,Tcd4-Treg-comb,"(50,55]","(3.65,4.38]",52.5,4.01175364078438,4,8,TRUE
MMRd,Tcd8-CXCL13-comb,"(50,55]","(3.65,4.38]",52.5,4.01175364078438,5,8,TRUE
MMRd,CD8-all,"(50,55]","(3.65,4.38]",52.5,4.01175364078438,5,8,TRUE
MMRd,Tcd8-CXCL13-LAG3,"(50,55]","(3.65,4.38]",52.5,4.01175364078438,3,8,FALSE
MMRd,Tcd8-HOBIT,"(50,55]","(3.65,4.38]",52.5,4.01175364078438,3,8,FALSE
MMRd,Tplzf-gdlike-comb,"(50,55]","(3.65,4.38]",52.5,4.01175364078438,4,8,TRUE
MMRd,Myeloid-mregDC,"(50,55]","(4.38,5.11]",52.5,4.74116339365427,1,8,FALSE
MMRd,Myeloid-ISG,"(50,55]","(4.38,5.11]",52.5,4.74116339365427,3,8,FALSE
MMRd,Myeloid-noDC-noGran,"(50,55]","(4.38,5.11]",52.5,4.74116339365427,4,8,TRUE
MMRd,Tcd8-CXCL13-comb,"(50,55]","(4.38,5.11]",52.5,4.74116339365427,4,8,TRUE
MMRd,CD8-all,"(50,55]","(4.38,5.11]",52.5,4.74116339365427,4,8,TRUE
MMRd,Tcd8-CXCL13-LAG3,"(50,55]","(4.38,5.11]",52.5,4.74116339365427,2,8,FALSE
MMRd,Tplzf-gdlike-comb,"(50,55]","(4.38,5.11]",52.5,4.74116339365427,3,8,FALSE
MMRd,Myeloid-mregDC,"(50,55]","(5.11,5.84]",52.5,5.47057314652416,1,8,FALSE
MMRd,Myeloid-noDC-noGran,"(50,55]","(5.11,5.84]",52.5,5.47057314652416,2,8,FALSE
MMRd,Tplzf-gdlike-comb,"(50,55]","(5.11,5.84]",52.5,5.47057314652416,1,8,FALSE
MMRd,Myeloid-mregDC,"(50,55]","[0,0.729]",52.5,0.364704876434944,6,8,TRUE
MMRd,Myeloid-ISG,"(50,55]","[0,0.729]",52.5,0.364704876434944,7,8,TRUE
MMRd,Myeloid-noDC-noGran,"(50,55]","[0,0.729]",52.5,0.364704876434944,8,8,TRUE
MMRd,Tcd4-CXCL13,"(50,55]","[0,0.729]",52.5,0.364704876434944,5,8,TRUE
MMRd,Tcd8-HOBIT,"(50,55]","[0,0.729]",52.5,0.364704876434944,4,8,TRUE
MMRd,CD8-all,"(50,55]","[0,0.729]",52.5,0.364704876434944,8,8,TRUE
MMRd,Myeloid-ISG,"(55,60]","(1.46,2.19]",57.5,1.82352438217472,6,8,TRUE
MMRd,Myeloid-noDC-noGran,"(55,60]","(1.46,2.19]",57.5,1.82352438217472,8,8,TRUE
MMRd,Myeloid-ISG,"(55,60]","(2.19,2.92]",57.5,2.55293413504461,8,8,TRUE
MMRd,Myeloid-noDC-noGran,"(55,60]","(2.19,2.92]",57.5,2.55293413504461,8,8,TRUE
MMRd,Tcd8-CXCL13-comb,"(55,60]","(2.19,2.92]",57.5,2.55293413504461,5,8,TRUE
MMRd,CD8-all,"(55,60]","(2.19,2.92]",57.5,2.55293413504461,8,8,TRUE
MMRd,Tcd8-CXCL13-LAG3,"(55,60]","(2.19,2.92]",57.5,2.55293413504461,6,8,TRUE
MMRd,Myeloid-mregDC,"(55,60]","(2.92,3.65]",57.5,3.2823438879145,3,8,FALSE
MMRd,Myeloid-ISG,"(55,60]","(2.92,3.65]",57.5,3.2823438879145,8,8,TRUE
MMRd,Myeloid-noDC-noGran,"(55,60]","(2.92,3.65]",57.5,3.2823438879145,8,8,TRUE
MMRd,Tcd4-Treg-comb,"(55,60]","(2.92,3.65]",57.5,3.2823438879145,5,8,TRUE
MMRd,Tcd8-CXCL13-LAG3,"(55,60]","(2.92,3.65]",57.5,3.2823438879145,5,8,TRUE
MMRd,CD8-all,"(55,60]","(2.92,3.65]",57.5,3.2823438879145,8,8,TRUE
MMRd,Tcd8-GZMK,"(55,60]","(2.92,3.65]",57.5,3.2823438879145,4,8,TRUE
MMRd,Tcd8-HOBIT,"(55,60]","(2.92,3.65]",57.5,3.2823438879145,4,8,TRUE
MMRd,Tplzf-gdlike-comb,"(55,60]","(2.92,3.65]",57.5,3.2823438879145,4,8,TRUE
MMRd,Myeloid-mregDC,"(55,60]","(3.65,4.38]",57.5,4.01175364078438,2,8,FALSE
MMRd,Myeloid-ISG,"(55,60]","(3.65,4.38]",57.5,4.01175364078438,5,8,TRUE
MMRd,Myeloid-noDC-noGran,"(55,60]","(3.65,4.38]",57.5,4.01175364078438,6,8,TRUE
MMRd,Tcd4-CXCL13,"(55,60]","(3.65,4.38]",57.5,4.01175364078438,4,8,TRUE
MMRd,Tcd4-Treg-comb,"(55,60]","(3.65,4.38]",57.5,4.01175364078438,4,8,TRUE
MMRd,Tcd8-CXCL13-comb,"(55,60]","(3.65,4.38]",57.5,4.01175364078438,5,8,TRUE
MMRd,CD8-all,"(55,60]","(3.65,4.38]",57.5,4.01175364078438,6,8,TRUE
MMRd,Tcd8-CXCL13-LAG3,"(55,60]","(3.65,4.38]",57.5,4.01175364078438,4,8,TRUE
MMRd,Myeloid-mregDC,"(55,60]","(4.38,5.11]",57.5,4.74116339365427,2,8,FALSE
MMRd,Myeloid-ISG,"(55,60]","(4.38,5.11]",57.5,4.74116339365427,3,8,FALSE
MMRd,Myeloid-noDC-noGran,"(55,60]","(4.38,5.11]",57.5,4.74116339365427,3,8,FALSE
MMRd,Tcd4-CXCL13,"(55,60]","(4.38,5.11]",57.5,4.74116339365427,3,8,FALSE
MMRd,Tcd4-Treg-comb,"(55,60]","(4.38,5.11]",57.5,4.74116339365427,2,8,FALSE
MMRd,Tcd8-CXCL13-comb,"(55,60]","(4.38,5.11]",57.5,4.74116339365427,3,8,FALSE
MMRd,CD8-all,"(55,60]","(4.38,5.11]",57.5,4.74116339365427,4,8,TRUE
MMRd,Tcd8-CXCL13-LAG3,"(55,60]","(4.38,5.11]",57.5,4.74116339365427,2,8,FALSE
MMRd,Tcd8-HOBIT,"(55,60]","(4.38,5.11]",57.5,4.74116339365427,3,8,FALSE
MMRd,Tplzf-gdlike-comb,"(55,60]","(4.38,5.11]",57.5,4.74116339365427,1,8,FALSE
MMRd,Myeloid-noDC-noGran,"(55,60]","(5.11,5.84]",57.5,5.47057314652416,3,8,FALSE
MMRd,Tcd4-Treg-comb,"(55,60]","(5.11,5.84]",57.5,5.47057314652416,1,8,FALSE
MMRd,CD8-all,"(55,60]","(5.11,5.84]",57.5,5.47057314652416,1,8,FALSE
MMRd,Tplzf-gdlike-comb,"(55,60]","(5.11,5.84]",57.5,5.47057314652416,1,8,FALSE
MMRd,Myeloid-mregDC,"(55,60]","[0,0.729]",57.5,0.364704876434944,5,8,TRUE
MMRd,Myeloid-ISG,"(55,60]","[0,0.729]",57.5,0.364704876434944,7,8,TRUE
MMRd,Myeloid-noDC-noGran,"(55,60]","[0,0.729]",57.5,0.364704876434944,8,8,TRUE
MMRd,Tcd8-CXCL13-LAG3,"(55,60]","[0,0.729]",57.5,0.364704876434944,4,8,TRUE
MMRd,CD8-all,"(55,60]","[0,0.729]",57.5,0.364704876434944,6,8,TRUE
MMRd,Tcd8-HOBIT,"(55,60]","[0,0.729]",57.5,0.364704876434944,5,8,TRUE
MMRd,Myeloid-mregDC,"(60,65]","(1.46,2.19]",62.5,1.82352438217472,2,8,FALSE
MMRd,Myeloid-mregDC,"(60,65]","(2.19,2.92]",62.5,2.55293413504461,5,8,TRUE
MMRd,Myeloid-noDC-noGran,"(60,65]","(2.19,2.92]",62.5,2.55293413504461,8,8,TRUE
MMRd,Tcd8-CXCL13-LAG3,"(60,65]","(2.19,2.92]",62.5,2.55293413504461,5,8,TRUE
MMRd,CD8-all,"(60,65]","(2.19,2.92]",62.5,2.55293413504461,7,8,TRUE
MMRd,Myeloid-mregDC,"(60,65]","(2.92,3.65]",62.5,3.2823438879145,3,8,FALSE
MMRd,Myeloid-ISG,"(60,65]","(2.92,3.65]",62.5,3.2823438879145,6,8,TRUE
MMRd,Myeloid-noDC-noGran,"(60,65]","(2.92,3.65]",62.5,3.2823438879145,8,8,TRUE
MMRd,Tcd4-CXCL13,"(60,65]","(2.92,3.65]",62.5,3.2823438879145,5,8,TRUE
MMRd,Tcd8-CXCL13-LAG3,"(60,65]","(2.92,3.65]",62.5,3.2823438879145,4,8,TRUE
MMRd,CD8-all,"(60,65]","(2.92,3.65]",62.5,3.2823438879145,6,8,TRUE
MMRd,Myeloid-mregDC,"(60,65]","(3.65,4.38]",62.5,4.01175364078438,3,8,FALSE
MMRd,Myeloid-ISG,"(60,65]","(3.65,4.38]",62.5,4.01175364078438,6,8,TRUE
MMRd,Myeloid-noDC-noGran,"(60,65]","(3.65,4.38]",62.5,4.01175364078438,7,8,TRUE
MMRd,Tcd4-CXCL13,"(60,65]","(3.65,4.38]",62.5,4.01175364078438,4,8,TRUE
MMRd,Tcd8-GZMK,"(60,65]","(3.65,4.38]",62.5,4.01175364078438,3,8,FALSE
MMRd,CD8-all,"(60,65]","(3.65,4.38]",62.5,4.01175364078438,4,8,TRUE
MMRd,Tplzf-gdlike-comb,"(60,65]","(3.65,4.38]",62.5,4.01175364078438,4,8,TRUE
MMRd,Myeloid-mregDC,"(60,65]","(4.38,5.11]",62.5,4.74116339365427,1,8,FALSE
MMRd,Myeloid-ISG,"(60,65]","(4.38,5.11]",62.5,4.74116339365427,2,8,FALSE
MMRd,Myeloid-noDC-noGran,"(60,65]","(4.38,5.11]",62.5,4.74116339365427,3,8,FALSE
MMRd,Tcd4-CXCL13,"(60,65]","(4.38,5.11]",62.5,4.74116339365427,4,8,TRUE
MMRd,Tcd4-Treg-comb,"(60,65]","(4.38,5.11]",62.5,4.74116339365427,3,8,FALSE
MMRd,Tcd8-GZMK,"(60,65]","(4.38,5.11]",62.5,4.74116339365427,1,8,FALSE
MMRd,CD8-all,"(60,65]","(4.38,5.11]",62.5,4.74116339365427,3,8,FALSE
MMRd,Myeloid-ISG,"(60,65]","(5.11,5.84]",62.5,5.47057314652416,1,8,FALSE
MMRd,Myeloid-noDC-noGran,"(60,65]","(5.11,5.84]",62.5,5.47057314652416,1,8,FALSE
MMRd,Myeloid-mregDC,"(60,65]","[0,0.729]",62.5,0.364704876434944,4,8,TRUE
MMRd,Myeloid-ISG,"(60,65]","[0,0.729]",62.5,0.364704876434944,6,8,TRUE
MMRd,Myeloid-noDC-noGran,"(60,65]","[0,0.729]",62.5,0.364704876434944,8,8,TRUE
MMRd,Myeloid-mregDC,"(65,70]","(2.19,2.92]",67.5,2.55293413504461,1,8,FALSE
MMRd,Myeloid-ISG,"(65,70]","(2.19,2.92]",67.5,2.55293413504461,7,8,TRUE
MMRd,Myeloid-noDC-noGran,"(65,70]","(2.19,2.92]",67.5,2.55293413504461,8,8,TRUE
MMRd,Myeloid-ISG,"(65,70]","(2.92,3.65]",67.5,3.2823438879145,5,8,TRUE
MMRd,Myeloid-noDC-noGran,"(65,70]","(2.92,3.65]",67.5,3.2823438879145,7,8,TRUE
MMRd,Tcd4-CXCL13,"(65,70]","(2.92,3.65]",67.5,3.2823438879145,5,8,TRUE
MMRd,Tcd8-CXCL13-comb,"(65,70]","(2.92,3.65]",67.5,3.2823438879145,4,8,TRUE
MMRd,CD8-all,"(65,70]","(2.92,3.65]",67.5,3.2823438879145,4,8,TRUE
MMRd,Tplzf-gdlike-comb,"(65,70]","(2.92,3.65]",67.5,3.2823438879145,3,8,FALSE
MMRd,Myeloid-mregDC,"(65,70]","(3.65,4.38]",67.5,4.01175364078438,2,8,FALSE
MMRd,Myeloid-ISG,"(65,70]","(3.65,4.38]",67.5,4.01175364078438,4,8,TRUE
MMRd,Myeloid-noDC-noGran,"(65,70]","(3.65,4.38]",67.5,4.01175364078438,7,8,TRUE
MMRd,Tcd4-CXCL13,"(65,70]","(3.65,4.38]",67.5,4.01175364078438,4,8,TRUE
MMRd,Tcd4-Treg-comb,"(65,70]","(3.65,4.38]",67.5,4.01175364078438,3,8,FALSE
MMRd,Tcd8-CXCL13-comb,"(65,70]","(3.65,4.38]",67.5,4.01175364078438,4,8,TRUE
MMRd,CD8-all,"(65,70]","(3.65,4.38]",67.5,4.01175364078438,4,8,TRUE
MMRd,Tcd8-CXCL13-LAG3,"(65,70]","(3.65,4.38]",67.5,4.01175364078438,3,8,FALSE
MMRd,Tplzf-gdlike-comb,"(65,70]","(3.65,4.38]",67.5,4.01175364078438,5,8,TRUE
MMRd,Myeloid-mregDC,"(65,70]","(4.38,5.11]",67.5,4.74116339365427,2,8,FALSE
MMRd,Myeloid-ISG,"(65,70]","(4.38,5.11]",67.5,4.74116339365427,2,8,FALSE
MMRd,Myeloid-noDC-noGran,"(65,70]","(4.38,5.11]",67.5,4.74116339365427,3,8,FALSE
MMRd,Tcd8-CXCL13-comb,"(65,70]","(4.38,5.11]",67.5,4.74116339365427,3,8,FALSE
MMRd,CD8-all,"(65,70]","(4.38,5.11]",67.5,4.74116339365427,4,8,TRUE
MMRd,Tplzf-gdlike-comb,"(65,70]","(4.38,5.11]",67.5,4.74116339365427,3,8,FALSE
MMRd,Myeloid-noDC-noGran,"(65,70]","(5.11,5.84]",67.5,5.47057314652416,2,8,FALSE
MMRd,Myeloid-ISG,"(65,70]","[0,0.729]",67.5,0.364704876434944,7,8,TRUE
MMRd,Myeloid-noDC-noGran,"(65,70]","[0,0.729]",67.5,0.364704876434944,8,8,TRUE
MMRd,Myeloid-mregDC,"(70,75]","(1.46,2.19]",72.5,1.82352438217472,4,8,TRUE
MMRd,Myeloid-noDC-noGran,"(70,75]","(1.46,2.19]",72.5,1.82352438217472,8,8,TRUE
MMRd,Myeloid-noDC-noGran,"(70,75]","(2.19,2.92]",72.5,2.55293413504461,8,8,TRUE
MMRd,Tcd4-CXCL13,"(70,75]","(2.19,2.92]",72.5,2.55293413504461,5,8,TRUE
MMRd,Myeloid-mregDC,"(70,75]","(2.92,3.65]",72.5,3.2823438879145,2,8,FALSE
MMRd,Myeloid-ISG,"(70,75]","(2.92,3.65]",72.5,3.2823438879145,3,8,FALSE
MMRd,Myeloid-noDC-noGran,"(70,75]","(2.92,3.65]",72.5,3.2823438879145,5,8,TRUE
MMRd,Tcd4-Treg-comb,"(70,75]","(2.92,3.65]",72.5,3.2823438879145,2,8,FALSE
MMRd,Tcd8-CXCL13-comb,"(70,75]","(2.92,3.65]",72.5,3.2823438879145,4,8,TRUE
MMRd,CD8-all,"(70,75]","(2.92,3.65]",72.5,3.2823438879145,5,8,TRUE
MMRd,Myeloid-mregDC,"(70,75]","(3.65,4.38]",72.5,4.01175364078438,1,8,FALSE
MMRd,Myeloid-ISG,"(70,75]","(3.65,4.38]",72.5,4.01175364078438,4,8,TRUE
MMRd,Myeloid-noDC-noGran,"(70,75]","(3.65,4.38]",72.5,4.01175364078438,4,8,TRUE
MMRd,Tcd4-CXCL13,"(70,75]","(3.65,4.38]",72.5,4.01175364078438,3,8,FALSE
MMRd,Tcd8-CXCL13-comb,"(70,75]","(3.65,4.38]",72.5,4.01175364078438,3,8,FALSE
MMRd,CD8-all,"(70,75]","(3.65,4.38]",72.5,4.01175364078438,5,8,TRUE
MMRd,Tcd8-HOBIT,"(70,75]","(3.65,4.38]",72.5,4.01175364078438,3,8,FALSE
MMRd,Tplzf-gdlike-comb,"(70,75]","(3.65,4.38]",72.5,4.01175364078438,3,8,FALSE
MMRd,Myeloid-mregDC,"(70,75]","(4.38,5.11]",72.5,4.74116339365427,1,8,FALSE
MMRd,Myeloid-ISG,"(70,75]","(4.38,5.11]",72.5,4.74116339365427,3,8,FALSE
MMRd,Myeloid-noDC-noGran,"(70,75]","(4.38,5.11]",72.5,4.74116339365427,4,8,TRUE
MMRd,Tcd8-HOBIT,"(70,75]","(4.38,5.11]",72.5,4.74116339365427,3,8,FALSE
MMRd,CD8-all,"(70,75]","(4.38,5.11]",72.5,4.74116339365427,4,8,TRUE
MMRd,Myeloid-ISG,"(70,75]","(5.11,5.84]",72.5,5.47057314652416,2,8,FALSE
MMRd,Myeloid-noDC-noGran,"(70,75]","(5.11,5.84]",72.5,5.47057314652416,2,8,FALSE
MMRd,Myeloid-noDC-noGran,"(70,75]","[0,0.729]",72.5,0.364704876434944,8,8,TRUE
MMRd,Tcd4-CXCL13,"(70,75]","[0,0.729]",72.5,0.364704876434944,4,8,TRUE
MMRd,Myeloid-ISG,"(75,80]","(2.19,2.92]",77.5,2.55293413504461,6,8,TRUE
MMRd,Myeloid-noDC-noGran,"(75,80]","(2.19,2.92]",77.5,2.55293413504461,8,8,TRUE
MMRd,Myeloid-ISG,"(75,80]","(2.92,3.65]",77.5,3.2823438879145,4,8,TRUE
MMRd,Myeloid-noDC-noGran,"(75,80]","(2.92,3.65]",77.5,3.2823438879145,8,8,TRUE
MMRd,Tcd8-CXCL13-comb,"(75,80]","(2.92,3.65]",77.5,3.2823438879145,4,8,TRUE
MMRd,CD8-all,"(75,80]","(2.92,3.65]",77.5,3.2823438879145,6,8,TRUE
MMRd,Tcd8-CXCL13-LAG3,"(75,80]","(2.92,3.65]",77.5,3.2823438879145,5,8,TRUE
MMRd,Myeloid-mregDC,"(75,80]","(3.65,4.38]",77.5,4.01175364078438,2,8,FALSE
MMRd,Myeloid-ISG,"(75,80]","(3.65,4.38]",77.5,4.01175364078438,4,8,TRUE
MMRd,Myeloid-noDC-noGran,"(75,80]","(3.65,4.38]",77.5,4.01175364078438,7,8,TRUE
MMRd,Tcd8-CXCL13-comb,"(75,80]","(3.65,4.38]",77.5,4.01175364078438,4,8,TRUE
MMRd,CD8-all,"(75,80]","(3.65,4.38]",77.5,4.01175364078438,4,8,TRUE
MMRd,Myeloid-mregDC,"(75,80]","(4.38,5.11]",77.5,4.74116339365427,1,8,FALSE
MMRd,Myeloid-ISG,"(75,80]","(4.38,5.11]",77.5,4.74116339365427,4,8,TRUE
MMRd,Myeloid-noDC-noGran,"(75,80]","(4.38,5.11]",77.5,4.74116339365427,4,8,TRUE
MMRd,Tcd4-CXCL13,"(75,80]","(4.38,5.11]",77.5,4.74116339365427,1,8,FALSE
MMRd,Tcd8-CXCL13-comb,"(75,80]","(4.38,5.11]",77.5,4.74116339365427,2,8,FALSE
MMRd,CD8-all,"(75,80]","(4.38,5.11]",77.5,4.74116339365427,4,8,TRUE
MMRd,Tcd8-HOBIT,"(75,80]","(4.38,5.11]",77.5,4.74116339365427,3,8,FALSE
MMRd,Myeloid-ISG,"(75,80]","(5.11,5.84]",77.5,5.47057314652416,2,8,FALSE
MMRd,Myeloid-noDC-noGran,"(75,80]","(5.11,5.84]",77.5,5.47057314652416,2,8,FALSE
MMRd,Myeloid-mregDC,"(75,80]","[0,0.729]",77.5,0.364704876434944,3,8,FALSE
MMRd,Myeloid-ISG,"(75,80]","[0,0.729]",77.5,0.364704876434944,8,8,TRUE
MMRd,Myeloid-noDC-noGran,"(75,80]","[0,0.729]",77.5,0.364704876434944,8,8,TRUE
MMRd,Tcd4-CXCL13,"(80,85]","(1.46,2.19]",82.5,1.82352438217472,4,8,TRUE
MMRd,Myeloid-noDC-noGran,"(80,85]","(2.19,2.92]",82.5,2.55293413504461,8,8,TRUE
MMRd,Tplzf-gdlike-comb,"(80,85]","(2.19,2.92]",82.5,2.55293413504461,4,8,TRUE
MMRd,Myeloid-ISG,"(80,85]","(2.92,3.65]",82.5,3.2823438879145,4,8,TRUE
MMRd,Myeloid-noDC-noGran,"(80,85]","(2.92,3.65]",82.5,3.2823438879145,8,8,TRUE
MMRd,Tcd8-CXCL13-LAG3,"(80,85]","(2.92,3.65]",82.5,3.2823438879145,2,8,FALSE
MMRd,CD8-all,"(80,85]","(2.92,3.65]",82.5,3.2823438879145,4,8,TRUE
MMRd,Myeloid-mregDC,"(80,85]","(3.65,4.38]",82.5,4.01175364078438,1,8,FALSE
MMRd,Myeloid-ISG,"(80,85]","(3.65,4.38]",82.5,4.01175364078438,2,8,FALSE
MMRd,Myeloid-noDC-noGran,"(80,85]","(3.65,4.38]",82.5,4.01175364078438,4,8,TRUE
MMRd,Tcd8-CXCL13-comb,"(80,85]","(3.65,4.38]",82.5,4.01175364078438,3,8,FALSE
MMRd,CD8-all,"(80,85]","(3.65,4.38]",82.5,4.01175364078438,3,8,FALSE
MMRd,Tcd8-HOBIT,"(80,85]","(3.65,4.38]",82.5,4.01175364078438,3,8,FALSE
MMRd,Tplzf-gdlike-comb,"(80,85]","(3.65,4.38]",82.5,4.01175364078438,4,8,TRUE
MMRd,Myeloid-mregDC,"(80,85]","(4.38,5.11]",82.5,4.74116339365427,2,8,FALSE
MMRd,Myeloid-ISG,"(80,85]","(4.38,5.11]",82.5,4.74116339365427,2,8,FALSE
MMRd,Myeloid-noDC-noGran,"(80,85]","(4.38,5.11]",82.5,4.74116339365427,3,8,FALSE
MMRd,Tcd4-Treg-comb,"(80,85]","(4.38,5.11]",82.5,4.74116339365427,1,8,FALSE
MMRd,Tcd8-CXCL13-LAG3,"(80,85]","(4.38,5.11]",82.5,4.74116339365427,1,8,FALSE
MMRd,CD8-all,"(80,85]","(4.38,5.11]",82.5,4.74116339365427,2,8,FALSE
MMRd,Myeloid-ISG,"(80,85]","(5.11,5.84]",82.5,5.47057314652416,2,8,FALSE
MMRd,Myeloid-noDC-noGran,"(80,85]","(5.11,5.84]",82.5,5.47057314652416,3,8,FALSE
MMRd,Myeloid-ISG,"(80,85]","[0,0.729]",82.5,0.364704876434944,7,8,TRUE
MMRd,Myeloid-noDC-noGran,"(80,85]","[0,0.729]",82.5,0.364704876434944,8,8,TRUE
MMRd,Tplzf-gdlike-comb,"(85,90]","(1.46,2.19]",87.5,1.82352438217472,3,8,FALSE
MMRd,Myeloid-ISG,"(85,90]","(2.19,2.92]",87.5,2.55293413504461,5,8,TRUE
MMRd,Myeloid-noDC-noGran,"(85,90]","(2.19,2.92]",87.5,2.55293413504461,8,8,TRUE
MMRd,Tcd8-CXCL13-comb,"(85,90]","(2.19,2.92]",87.5,2.55293413504461,3,8,FALSE
MMRd,CD8-all,"(85,90]","(2.19,2.92]",87.5,2.55293413504461,6,8,TRUE
MMRd,Tplzf-gdlike-comb,"(85,90]","(2.19,2.92]",87.5,2.55293413504461,2,8,FALSE
MMRd,Myeloid-ISG,"(85,90]","(2.92,3.65]",87.5,3.2823438879145,5,8,TRUE
MMRd,Myeloid-noDC-noGran,"(85,90]","(2.92,3.65]",87.5,3.2823438879145,6,8,TRUE
MMRd,Tcd8-CXCL13-comb,"(85,90]","(2.92,3.65]",87.5,3.2823438879145,3,8,FALSE
MMRd,CD8-all,"(85,90]","(2.92,3.65]",87.5,3.2823438879145,4,8,TRUE
MMRd,Myeloid-mregDC,"(85,90]","(3.65,4.38]",87.5,4.01175364078438,3,8,FALSE
MMRd,Myeloid-ISG,"(85,90]","(3.65,4.38]",87.5,4.01175364078438,4,8,TRUE
MMRd,Myeloid-noDC-noGran,"(85,90]","(3.65,4.38]",87.5,4.01175364078438,5,8,TRUE
MMRd,Tcd8-CXCL13-LAG3,"(85,90]","(3.65,4.38]",87.5,4.01175364078438,3,8,FALSE
MMRd,CD8-all,"(85,90]","(3.65,4.38]",87.5,4.01175364078438,4,8,TRUE
MMRd,Tcd8-CXCL13-comb,"(85,90]","(3.65,4.38]",87.5,4.01175364078438,4,8,TRUE
MMRd,Tcd8-GZMK,"(85,90]","(3.65,4.38]",87.5,4.01175364078438,2,8,FALSE
MMRd,Tplzf-gdlike-comb,"(85,90]","(3.65,4.38]",87.5,4.01175364078438,3,8,FALSE
MMRd,Myeloid-ISG,"(85,90]","(4.38,5.11]",87.5,4.74116339365427,5,8,TRUE
MMRd,Myeloid-noDC-noGran,"(85,90]","(4.38,5.11]",87.5,4.74116339365427,5,8,TRUE
MMRd,Tcd8-GZMK,"(85,90]","(4.38,5.11]",87.5,4.74116339365427,1,8,FALSE
MMRd,CD8-all,"(85,90]","(4.38,5.11]",87.5,4.74116339365427,3,8,FALSE
MMRd,Myeloid-mregDC,"(85,90]","[0,0.729]",87.5,0.364704876434944,3,8,FALSE
MMRd,Myeloid-ISG,"(85,90]","[0,0.729]",87.5,0.364704876434944,6,8,TRUE
MMRd,Myeloid-noDC-noGran,"(85,90]","[0,0.729]",87.5,0.364704876434944,8,8,TRUE
MMRd,Myeloid-ISG,"(90,95]","(2.19,2.92]",92.5,2.55293413504461,4,8,TRUE
MMRd,Myeloid-noDC-noGran,"(90,95]","(2.19,2.92]",92.5,2.55293413504461,7,8,TRUE
